schedule_period_name,schedule_period_start_date,schedule_period_end_date,stop_number,route_number,route_name,day_type,time_period,average_boardings,average_alightings,location
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Evening,9.6,0.8,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,48.5,1.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,12.8,16.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Night,3.0,1.7,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,12.0,15.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,6.8,1.6,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,25,Ness Super Express,Weekday,PM Peak,21.4,0.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,2,Downtown Spirit,Sunday,Afternoon,7.0,2.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,24,Ness Express,Weekday,Morning,19.1,0.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,1.6,1.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,2,Downtown Spirit,Weekday,PM Peak,2.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Morning,17.1,77.4,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,34.8,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Mid-Day,28.1,22.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Morning,2.0,2.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,2.7,2.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,7.3,0.2,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,68.8,15.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,6.2,1.8,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,2.2,24.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,43.5,0.8,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,24,Ness Express,Weekday,Evening,1.2,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,4.4,6.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,31.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,23.6,24.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,42.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Night,14.6,1.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,44.0,0.8,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,7.5,2.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,9.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,24.0,7.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,1.0,1.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,13.1,0.6,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,21,Portage Express,Saturday,Morning,24.6,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,5.9,4.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,1.4,17.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,16.0,18.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,67,Charleswood Express,Weekday,Morning,6.5,0.2,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,1.9,29.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,54.9,0.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Evening,2.6,3.8,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,48.0,3.1,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,12.4,4.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,24,Ness Express,Weekday,Mid-Day,47.6,0.8,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,9.0,15.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,7.1,32.9,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,19.2,0.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,19.5,4.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,0.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Night,1.5,0.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Evening,4.1,2.6,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,1.2,1.9,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,24,Ness Express,Saturday,Morning,6.3,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,24,Ness Express,Weekday,Morning,16.1,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,25,Ness Super Express,Weekday,Mid-Day,1.3,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Night,4.0,3.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,17.2,5.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Afternoon,38.7,10.8,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Morning,2.0,2.5,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Night,0.0,0.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,21,Portage Express,Weekday,Morning,41.6,0.1,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,24,Ness Express,Saturday,Afternoon,14.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,50.1,0.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,46.0,0.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Night,5.5,1.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,2.1,8.9,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,6.5,9.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,PM Peak,15.1,9.4,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,18.2,0.6,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Morning,2.1,3.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Afternoon,38.3,14.8,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,15.3,2.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,13.7,25.8,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,7.4,33.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Evening,2.5,3.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,S432,St.John's High School,Weekday,PM Peak,0.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,3.5,10.5,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,8.5,5.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,33.0,0.4,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,24,Ness Express,Weekday,Morning,9.6,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,24,Ness Express,Weekday,Mid-Day,18.7,0.1,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,24,Ness Express,Weekday,Mid-Day,26.7,0.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,15.1,19.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,41,Henderson Express,Weekday,Morning,8.9,73.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,21,Portage Express,Saturday,Morning,30.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,21,Portage Express,Weekday,Morning,42.3,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,2,Downtown Spirit,Weekday,Mid-Day,5.7,9.8,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,5.5,10.9,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,3.8,3.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Evening,0.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,21,Portage Express,Weekday,Morning,23.5,0.1,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Evening,6.8,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Morning,16.2,4.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,43.4,0.6,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,8.2,4.9,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,6.7,14.7,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,53.4,0.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,50.2,0.6,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,22,Assiniboia Express,Weekday,PM Peak,48.6,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Evening,16.7,1.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,6.7,2.8,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,24,Ness Express,Weekday,PM Peak,35.5,0.6,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Night,1.3,0.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,5.2,12.2,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,21,Portage Express,Weekday,Mid-Day,78.4,0.8,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,7.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,67,Charleswood Express,Weekday,Morning,4.7,0.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2020,08/02/2020 12:00:00 AM,09/05/2020 12:00:00 AM,10637,21,Portage Express,Saturday,Morning,21.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Afternoon,5.8,6.8,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,24,Ness Express,Weekday,Morning,9.3,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Morning,13.2,28.9,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,22,Assiniboia Express,Weekday,Mid-Day,4.1,0.6,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,41,Henderson Express,Weekday,Mid-Day,0.0,1.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Morning,9.8,17.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2022,06/19/2022 12:00:00 AM,09/03/2022 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Night,1.0,1.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,25,Ness Super Express,Weekday,Mid-Day,2.1,0.1,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,6.9,2.6,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,36.1,0.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,36.9,0.3,POINT (-97.1388667306942 49.8961855953002)
Summer 2018,06/17/2018 12:00:00 AM,09/01/2018 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Evening,0.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,40,All Seasons Express,Weekday,Morning,5.9,68.2,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,24,Ness Express,Weekday,Morning,25.1,0.2,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,9.7,2.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2019,12/15/2019 12:00:00 AM,04/11/2020 12:00:00 AM,10637,11,Portage-Kildonan,Saturday,Evening,11.3,3.3,POINT (-97.1388667306942 49.8961855953002)
Spring 2020 Special,05/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Morning,3.5,2.2,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,28,Brookside Express,Weekday,Morning,18.2,0.1,POINT (-97.1388667306942 49.8961855953002)
Fall 2020,09/06/2020 12:00:00 AM,12/12/2020 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,10.9,3.9,POINT (-97.1388667306942 49.8961855953002)
Spring 2021,04/18/2021 12:00:00 AM,06/19/2021 12:00:00 AM,10637,21,Portage Express,Weekday,PM Peak,23.8,0.2,POINT (-97.1388667306942 49.8961855953002)
Fall 2021,09/05/2021 12:00:00 AM,12/11/2021 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,10.9,12.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,PM Peak,14.4,9.1,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Afternoon,6.5,6.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Night,3.8,1.3,POINT (-97.1388667306942 49.8961855953002)
Fall 2022,09/04/2022 12:00:00 AM,12/10/2022 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,15.8,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,67,Charleswood Express,Weekday,PM Peak,34.3,0.2,POINT (-97.1388667306942 49.8961855953002)
Winter 2017,12/17/2017 12:00:00 AM,04/07/2018 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Night,0.2,0.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2018,04/08/2018 12:00:00 AM,06/16/2018 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,6.3,10.9,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,24,Ness Express,Weekday,Mid-Day,38.5,1.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2018,09/02/2018 12:00:00 AM,12/15/2018 12:00:00 AM,10637,15,Sargent-Mountain,Saturday,Morning,4.0,11.3,POINT (-97.1388667306942 49.8961855953002)
Winter 2018,12/16/2018 12:00:00 AM,04/06/2019 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Evening,32.2,7.5,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,PM Peak,22.8,21.2,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,21,Portage Express,Saturday,Afternoon,42.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Spring 2019,04/07/2019 12:00:00 AM,06/15/2019 12:00:00 AM,10637,11,Portage-Kildonan,Sunday,Evening,6.2,2.0,POINT (-97.1388667306942 49.8961855953002)
Summer 2019,06/16/2019 12:00:00 AM,08/31/2019 12:00:00 AM,10637,25,Ness Super Express,Weekday,PM Peak,34.2,1.2,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,15,Sargent-Mountain,Sunday,Night,0.0,0.0,POINT (-97.1388667306942 49.8961855953002)
Fall 2019,09/01/2019 12:00:00 AM,12/14/2019 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,PM Peak,14.1,19.7,POINT (-97.1388667306942 49.8961855953002)
Spring 2020,04/12/2020 12:00:00 AM,05/02/2020 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,2.5,0.5,POINT (-97.1388667306942 49.8961855953002)
Winter 2020,12/13/2020 12:00:00 AM,04/17/2021 12:00:00 AM,10637,11,Portage-Kildonan,Weekday,Night,2.5,0.7,POINT (-97.1388667306942 49.8961855953002)
Summer 2021,06/20/2021 12:00:00 AM,09/04/2021 12:00:00 AM,10637,24,Ness Express,Weekday,PM Peak,12.3,0.0,POINT (-97.1388667306942 49.8961855953002)
Winter 2021,12/12/2021 12:00:00 AM,04/16/2022 12:00:00 AM,10637,15,Sargent-Mountain,Weekday,Mid-Day,10.1,17.4,POINT (-97.1388667306942 49.8961855953002)
Spring 2022,04/17/2022 12:00:00 AM,06/18/2022 12:00:00 AM,10637,24,Ness Express,Weekday,Evening,1.5,0.0,POINT (-97.1388667306942 49.8961855953002)
